Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng,timestamp
Germany,Cuxhaven,35,Good,0,Good,35,Good,0,Good,30,Good,53.8611,8.6944,2023-01-09 23:00:00
United States of America,Cypress Lake,46,Good,1,Good,25,Good,5,Good,46,Good,26.5392,-81.8999,2023-01-10 00:00:00
Guinea,Dalaba,63,Moderate,2,Good,13,Good,0,Good,63,Moderate,10.656,-12.272,2023-01-10 01:00:00
France,Beaune,39,Good,1,Good,26,Good,1,Good,39,Good,47.025,4.8397,2023-01-10 02:00:00
United States of America,Bedford,56,Moderate,1,Good,18,Good,6,Good,56,Moderate,52.135,-0.47,2023-01-10 03:00:00
Ghana,Begoro,105,Unhealthy for Sensitive Groups,2,Good,13,Good,2,Good,105,Unhealthy for Sensitive Groups,6.3833,-0.3833,2023-01-10 04:00:00
China,Beipiao,93,Moderate,2,Good,90,Moderate,1,Good,93,Moderate,41.802,120.7621,2023-01-10 05:00:00
Brazil,Bela Cruz,45,Good,0,Good,22,Good,0,Good,45,Good,-3.0508,-40.1678,2023-01-10 06:00:00
Bolivia (Plurinational State of),Bermejo,54,Moderate,1,Good,8,Good,1,Good,54,Moderate,-22.7322,-64.3425,2023-01-10 07:00:00
Germany,Bernburg,36,Good,0,Good,29,Good,2,Good,36,Good,51.8,11.7333,2023-01-10 08:00:00
United States of America,Berwick,50,Good,1,Good,35,Good,5,Good,50,Good,41.0555,-76.2492,2023-01-10 09:00:00
India,Betma,153,Unhealthy,1,Good,34,Good,0,Good,153,Unhealthy,22.68,75.62,2023-01-10 10:00:00
United States of America,Beverly,48,Good,1,Good,36,Good,5,Good,48,Good,42.5681,-70.8627,2023-01-10 11:00:00
Russian Federation,Bezhetsk,24,Good,0,Good,24,Good,0,Good,24,Good,57.7667,36.7,2023-01-10 12:00:00
Pakistan,Bhalwal,179,Unhealthy,3,Good,179,Unhealthy,2,Good,166,Unhealthy,32.2656,72.8994,2023-01-10 13:00:00
India,Bhiwandi,151,Unhealthy,1,Good,26,Good,1,Good,151,Unhealthy,19.2967,73.0631,2023-01-10 14:00:00
Indonesia,Binjai,92,Moderate,2,Good,45,Good,0,Good,92,Moderate,3.5986,98.4803,2023-01-10 15:00:00
Russian Federation,Baksan,48,Good,1,Good,39,Good,1,Good,48,Good,43.6825,43.5339,2023-01-10 16:00:00
Colombia,Baranoa,104,Unhealthy for Sensitive Groups,1,Good,16,Good,2,Good,104,Unhealthy for Sensitive Groups,10.8,-74.9167,2023-01-10 17:00:00
Philippines,Baras,51,Moderate,1,Good,27,Good,1,Good,51,Moderate,14.5167,121.2667,2023-01-10 18:00:00
Thailand,Nong Bua,38,Good,0,Good,20,Good,0,Good,38,Good,15.8647,100.5858,2023-01-10 19:00:00
Netherlands,Noordwijkerhout,41,Good,1,Good,27,Good,5,Good,41,Good,52.2667,4.5,2023-01-10 20:00:00
United States of America,Northbridge,47,Good,1,Good,46,Good,2,Good,47,Good,42.13,-71.6547,2023-01-10 21:00:00
United Kingdom of Great Britain and Northern Ireland,Norwich,29,Good,0,Good,29,Good,3,Good,18,Good,52.6286,1.2928,2023-01-10 22:00:00
Netherlands,Nuenen,37,Good,1,Good,32,Good,3,Good,37,Good,51.4733,5.5467,2023-01-10 23:00:00
Chile,Nueva Imperial,61,Moderate,2,Good,2,Good,9,Good,61,Moderate,-38.7433,-72.95,2023-01-11 00:00:00
Mexico,Nuevo Casas Grandes,46,Good,1,Good,17,Good,2,Good,46,Good,30.4167,-107.9167,2023-01-11 01:00:00
United States of America,Oak Lawn,79,Moderate,2,Good,13,Good,27,Good,79,Moderate,41.7139,-87.7528,2023-01-11 02:00:00
United States of America,Oakdale,53,Moderate,1,Good,24,Good,9,Good,53,Moderate,44.9876,-92.9641,2023-01-11 03:00:00
Japan,Odawara,39,Good,1,Good,38,Good,2,Good,39,Good,35.25,139.15,2023-01-11 04:00:00
Republic of North Macedonia,Ohrid,42,Good,1,Good,41,Good,0,Good,42,Good,41.1169,20.8019,2023-01-11 05:00:00
Poland,Olecko,47,Good,1,Good,36,Good,0,Good,47,Good,54.0333,22.5,2023-01-11 06:00:00
Germany,Olfen,32,Good,1,Good,27,Good,4,Good,32,Good,51.7167,7.3833,2023-01-11 07:00:00
Brazil,Olindina,25,Good,0,Good,6,Good,1,Good,25,Good,-11.3669,-38.3328,2023-01-11 08:00:00
United States of America,Orem,73,Moderate,2,Good,26,Good,7,Good,73,Moderate,40.2981,-111.6994,2023-01-11 09:00:00
United States of America,Orinda,52,Moderate,1,Good,22,Good,11,Good,52,Moderate,37.8808,-122.179,2023-01-11 10:00:00
Guatemala,Ostuncalco,94,Moderate,3,Good,9,Good,11,Good,94,Moderate,14.8693,-91.6211,2023-01-11 11:00:00
Nigeria,Oyo,80,Moderate,2,Good,22,Good,1,Good,80,Moderate,7.85,3.933,2023-01-11 12:00:00
Italy,Pachino,48,Good,1,Good,45,Good,0,Good,48,Good,36.7167,15.1,2023-01-11 13:00:00
India,Padra,156,Unhealthy,1,Good,33,Good,0,Good,156,Unhealthy,22.23,73.08,2023-01-11 14:00:00
France,Paita,27,Good,0,Good,27,Good,0,Good,10,Good,-5.0911,-81.1064,2023-01-11 15:00:00
Philippines,Palo,55,Moderate,1,Good,20,Good,0,Good,55,Moderate,11.1583,124.9917,2023-01-11 16:00:00
China,Panshi,76,Moderate,3,Good,32,Good,2,Good,76,Moderate,42.9392,126.0561,2023-01-11 17:00:00
Brazil,Paragominas,36,Good,1,Good,2,Good,0,Good,36,Good,-2.9958,-47.3528,2023-01-11 18:00:00
Peru,Paramonga,41,Good,1,Good,18,Good,1,Good,41,Good,-10.6744,-77.8186,2023-01-11 19:00:00
United States of America,Parkville,56,Moderate,1,Good,44,Good,4,Good,56,Moderate,39.3832,-76.5519,2023-01-11 20:00:00
United States of America,Pasadena,58,Moderate,1,Good,43,Good,5,Good,58,Moderate,29.6575,-95.1498,2023-01-11 21:00:00
United States of America,Pataskala,45,Good,1,Good,32,Good,7,Good,45,Good,40.011,-82.7155,2023-01-11 22:00:00
Kazakhstan,Pavlodar,50,Good,1,Good,41,Good,0,Good,50,Good,52.3,76.95,2023-01-11 23:00:00
United States of America,Pelham,46,Good,1,Good,46,Good,2,Good,31,Good,40.9,-73.8063,2023-01-12 00:00:00
Mexico,Perote,77,Moderate,3,Good,7,Good,8,Good,77,Moderate,19.562,-97.242,2023-01-12 01:00:00
Serbia,Petrovaradin,63,Moderate,1,Good,33,Good,1,Good,63,Moderate,45.25,19.8667,2023-01-12 02:00:00
Thailand,Phatthalung,59,Moderate,1,Good,27,Good,0,Good,59,Moderate,7.5,100.0,2023-01-12 03:00:00
Thailand,Phetchaburi,35,Good,0,Good,17,Good,0,Good,35,Good,13.1119,99.9458,2023-01-12 04:00:00
India,Phillaur,444,Hazardous,2,Good,111,Unhealthy for Sensitive Groups,1,Good,391,Hazardous,31.03,75.78,2023-01-12 05:00:00
Egypt,Rosetta,60,Moderate,2,Good,60,Moderate,3,Good,55,Moderate,31.4044,30.4164,2023-01-12 06:00:00
Italy,Rossano,48,Good,1,Good,48,Good,0,Good,12,Good,39.5667,16.6333,2023-01-12 07:00:00
Russian Federation,Rostov,32,Good,1,Good,32,Good,0,Good,26,Good,47.2333,39.7,2023-01-12 08:00:00
United Kingdom of Great Britain and Northern Ireland,Royton,56,Moderate,0,Good,32,Good,1,Good,56,Moderate,53.566,-2.121,2023-01-12 09:00:00
Germany,Rudolstadt,32,Good,1,Good,32,Good,1,Good,30,Good,50.7169,11.3275,2023-01-12 10:00:00
Czechia,Rumburk,29,Good,0,Good,29,Good,2,Good,29,Good,50.9516,14.5571,2023-01-12 11:00:00
Malawi,Rumphi,28,Good,0,Good,19,Good,0,Good,28,Good,-11.0167,33.8667,2023-01-12 12:00:00
Brazil,Ruy Barbosa,18,Good,0,Good,8,Good,0,Good,18,Good,-12.2839,-40.4939,2023-01-12 13:00:00
Japan,Sakurai,40,Good,1,Good,40,Good,2,Good,34,Good,34.5167,135.85,2023-01-12 14:00:00
United Kingdom of Great Britain and Northern Ireland,Salford,58,Moderate,0,Good,32,Good,1,Good,58,Moderate,53.483,-2.2931,2023-01-12 15:00:00
Brazil,Salvador,30,Good,0,Good,16,Good,1,Good,30,Good,-12.9747,-38.4767,2023-01-12 16:00:00
Turkey,Samsun,36,Good,1,Good,36,Good,0,Good,30,Good,41.2903,36.3336,2023-01-12 17:00:00
Indonesia,Prabumulih,49,Good,1,Good,30,Good,0,Good,49,Good,-3.4328,104.2356,2023-01-12 18:00:00
Brazil,Presidente Prudente,32,Good,1,Good,14,Good,1,Good,32,Good,-22.1256,-51.3889,2023-01-12 19:00:00
United States of America,Prichard,28,Good,1,Good,22,Good,4,Good,28,Good,30.7735,-88.1301,2023-01-12 20:00:00
Canada,Prince George,21,Good,1,Good,21,Good,1,Good,13,Good,53.9169,-122.7494,2023-01-12 21:00:00
Peru,Pucallpa,30,Good,1,Good,1,Good,0,Good,30,Good,-8.3833,-74.55,2023-01-12 22:00:00
Spain,Puertollano,32,Good,1,Good,30,Good,1,Good,32,Good,38.6833,-4.1167,2023-01-12 23:00:00
Israel,Qiryat Gat,80,Moderate,1,Good,62,Moderate,4,Good,80,Moderate,31.6061,34.7717,2023-01-13 00:00:00
Chile,Quillota,182,Unhealthy,14,Good,1,Good,23,Good,182,Unhealthy,-32.8667,-71.25,2023-01-13 01:00:00
India,Rafiganj,356,Hazardous,1,Good,60,Moderate,0,Good,284,Very Unhealthy,24.82,84.65,2023-01-13 02:00:00
United States of America,Rahway,62,Moderate,1,Good,44,Good,5,Good,62,Moderate,40.6077,-74.2807,2023-01-13 03:00:00
India,Phulpur,226,Very Unhealthy,1,Good,48,Good,1,Good,226,Very Unhealthy,24.955,90.3573,2023-01-13 04:00:00
Brazil,Picos,16,Good,0,Good,12,Good,0,Good,16,Good,15.083,-23.632,2023-01-13 05:00:00
Germany,Pirmasens,30,Good,1,Good,27,Good,2,Good,30,Good,49.2,7.6,2023-01-13 06:00:00
United States of America,Plum,55,Moderate,2,Good,26,Good,12,Good,55,Moderate,40.5024,-79.7495,2023-01-13 07:00:00
Italy,Policoro,46,Good,1,Good,46,Good,0,Good,14,Good,40.2,16.6667,2023-01-13 08:00:00
Sierra Leone,Port Loko,48,Good,1,Good,16,Good,0,Good,48,Good,8.7667,-12.7875,2023-01-13 09:00:00
United States of America,Poughkeepsie,43,Good,1,Good,43,Good,2,Good,39,Good,41.695,-73.9211,2023-01-13 10:00:00
United States of America,Randallstown,52,Moderate,1,Good,44,Good,4,Good,52,Moderate,39.3723,-76.8024,2023-01-13 11:00:00
Thailand,Ranong,36,Good,0,Good,16,Good,0,Good,36,Good,9.9619,98.6389,2023-01-13 12:00:00
Germany,Rathenow,39,Good,0,Good,39,Good,0,Good,23,Good,52.6,12.3333,2023-01-13 13:00:00
Russian Federation,Reutov,58,Moderate,1,Good,25,Good,9,Good,58,Moderate,55.7622,37.8567,2023-01-13 14:00:00
United States of America,Richardson,56,Moderate,1,Good,21,Good,6,Good,56,Moderate,32.9716,-96.7093,2023-01-13 15:00:00
United States of America,Richmond,76,Moderate,2,Good,15,Good,17,Good,76,Moderate,37.5295,-77.4756,2023-01-13 16:00:00
Peru,Rioja,25,Good,1,Good,3,Good,0,Good,25,Good,-6.05,-77.1417,2023-01-13 17:00:00
France,Riom,40,Good,1,Good,30,Good,1,Good,40,Good,45.8936,3.1125,2023-01-13 18:00:00
Italy,Rocca Priora,47,Good,1,Good,47,Good,2,Good,27,Good,41.7833,12.7667,2023-01-13 19:00:00
France,Rodez,42,Good,1,Good,31,Good,1,Good,42,Good,44.3506,2.575,2023-01-13 20:00:00
Philippines,Romblon,50,Good,1,Good,23,Good,0,Good,50,Good,12.55,122.28,2023-01-13 21:00:00
United States of America,Daly City,62,Moderate,1,Good,18,Good,13,Good,62,Moderate,37.6862,-122.4685,2023-01-13 22:00:00
Brazil,Delmiro Gouveia,25,Good,0,Good,9,Good,1,Good,25,Good,-9.3858,-37.9958,2023-01-13 23:00:00
Russian Federation,Desnogorsk,34,Good,1,Good,34,Good,0,Good,10,Good,54.15,33.2833,2023-01-14 00:00:00
Turkey,Develi,46,Good,1,Good,29,Good,0,Good,46,Good,38.3886,35.4925,2023-01-14 01:00:00
Ukraine,Dniprorudne,39,Good,1,Good,39,Good,0,Good,12,Good,47.3907,35.0027,2023-01-14 02:00:00
Benin,Dogbo,101,Unhealthy for Sensitive Groups,3,Good,18,Good,2,Good,101,Unhealthy for Sensitive Groups,6.8167,1.7833,2023-01-14 03:00:00
United States of America,Dumas,60,Moderate,1,Good,22,Good,3,Good,60,Moderate,35.8613,-101.9642,2023-01-14 04:00:00
United States of America,Dyersburg,93,Moderate,1,Good,24,Good,5,Good,93,Moderate,36.0465,-89.3777,2023-01-14 05:00:00
United States of America,Eatontown,28,Good,1,Good,28,Good,8,Good,25,Good,40.2913,-74.0558,2023-01-14 06:00:00
United States of America,El Campo,39,Good,1,Good,22,Good,1,Good,39,Good,29.2,-96.2723,2023-01-14 07:00:00
United States of America,Ellicott City,44,Good,1,Good,27,Good,10,Good,44,Good,39.2774,-76.8345,2023-01-14 08:00:00
Japan,Ena,42,Good,1,Good,42,Good,0,Good,12,Good,35.4492,137.4128,2023-01-14 09:00:00
Italy,Giussano,62,Moderate,1,Good,32,Good,4,Good,62,Moderate,45.7,9.2167,2023-01-14 10:00:00
United Kingdom of Great Britain and Northern Ireland,Glenrothes,35,Good,1,Good,22,Good,6,Good,35,Good,56.198,-3.178,2023-01-14 11:00:00
United Kingdom of Great Britain and Northern Ireland,Glossop,27,Good,1,Good,25,Good,3,Good,27,Good,53.443,-1.949,2023-01-14 12:00:00
Namibia,Gobabis,19,Good,0,Good,18,Good,0,Good,19,Good,-22.4333,18.9667,2023-01-14 13:00:00
India,Gobindpur,175,Unhealthy,1,Good,51,Moderate,1,Good,175,Unhealthy,24.782,85.6943,2023-01-14 14:00:00
Spain,Godella,33,Good,1,Good,33,Good,1,Good,28,Good,39.52,-0.4114,2023-01-14 15:00:00
Brazil,Goiatuba,37,Good,1,Good,3,Good,3,Good,37,Good,-18.0128,-49.3569,2023-01-14 16:00:00
Netherlands,Goirle,30,Good,0,Good,30,Good,2,Good,27,Good,51.5167,5.0667,2023-01-14 17:00:00
United States of America,Golden Glades,61,Moderate,1,Good,10,Good,16,Good,61,Moderate,25.9129,-80.2013,2023-01-14 18:00:00
Albania,Gramsh,68,Moderate,1,Good,39,Good,1,Good,68,Moderate,40.8667,20.1833,2023-01-14 19:00:00
United States of America,Granger,57,Moderate,2,Good,21,Good,11,Good,57,Moderate,41.7374,-86.1348,2023-01-14 20:00:00
United States of America,Grants Pass,29,Good,1,Good,29,Good,2,Good,27,Good,42.4333,-123.3317,2023-01-14 21:00:00
Mexico,Guasave,35,Good,1,Good,22,Good,1,Good,35,Good,25.5744,-108.4706,2023-01-14 22:00:00
Germany,Guben,37,Good,1,Good,21,Good,4,Good,37,Good,51.9533,14.7167,2023-01-14 23:00:00
Cameroon,Guider,76,Moderate,3,Good,8,Good,1,Good,76,Moderate,9.9342,13.9486,2023-01-15 00:00:00
China,Guilin,90,Moderate,3,Good,46,Good,3,Good,90,Moderate,25.2819,110.2864,2023-01-15 01:00:00
France,Guipavas,34,Good,1,Good,26,Good,9,Good,34,Good,48.4336,-4.4008,2023-01-15 02:00:00
United States of America,Fort Walton Beach,65,Moderate,1,Good,30,Good,1,Good,65,Moderate,30.4255,-86.6222,2023-01-15 03:00:00
France,Fosses,29,Good,0,Good,28,Good,2,Good,29,Good,49.0981,2.5067,2023-01-15 04:00:00
United States of America,Fountain Hills,37,Good,1,Good,27,Good,8,Good,37,Good,33.6073,-111.7398,2023-01-15 05:00:00
United States of America,Fountain,72,Moderate,1,Good,29,Good,3,Good,72,Moderate,38.6886,-104.6829,2023-01-15 06:00:00
Brazil,Francisco Morato,169,Unhealthy,7,Good,0,Good,21,Good,169,Unhealthy,-23.2817,-46.7425,2023-01-15 07:00:00
Germany,Freiberg,36,Good,1,Good,25,Good,3,Good,36,Good,50.9119,13.3428,2023-01-15 08:00:00
United States of America,Front Royal,46,Good,1,Good,37,Good,2,Good,46,Good,38.926,-78.1838,2023-01-15 09:00:00
Germany,Gaggenau,29,Good,0,Good,29,Good,2,Good,26,Good,48.8039,8.3194,2023-01-15 10:00:00
Israel,Gan Yavne,77,Moderate,1,Good,43,Good,6,Good,77,Moderate,31.7886,34.7053,2023-01-15 11:00:00
Italy,Gela,53,Moderate,1,Good,38,Good,2,Good,53,Moderate,37.0667,14.25,2023-01-15 12:00:00
Netherlands,Gennep,30,Good,0,Good,25,Good,3,Good,30,Good,51.7,5.9667,2023-01-15 13:00:00
Germany,Genthin,31,Good,0,Good,30,Good,1,Good,31,Good,52.4,12.1667,2023-01-15 14:00:00
Guyana,Georgetown,27,Good,0,Good,19,Good,0,Good,27,Good,6.8058,-58.1508,2023-01-15 15:00:00
Germany,Gera,30,Good,0,Good,28,Good,2,Good,30,Good,50.8806,12.0833,2023-01-15 16:00:00
United States of America,Lake Jackson,25,Good,0,Good,24,Good,2,Good,25,Good,29.0516,-95.4521,2023-01-15 17:00:00
United States of America,Lakeside,57,Moderate,2,Good,22,Good,14,Good,57,Moderate,30.1356,-81.7674,2023-01-15 18:00:00
Thailand,Lam Luk Ka,66,Moderate,1,Good,28,Good,1,Good,66,Moderate,13.9297,100.7375,2023-01-15 19:00:00
Netherlands,Leusden,33,Good,0,Good,33,Good,1,Good,26,Good,52.1333,5.4333,2023-01-15 20:00:00
United Kingdom of Great Britain and Northern Ireland,Lewes,37,Good,1,Good,12,Good,13,Good,37,Good,50.8747,0.0117,2023-01-15 21:00:00
Philippines,Lianga,50,Good,1,Good,20,Good,0,Good,50,Good,8.633,126.0932,2023-01-15 22:00:00
France,Libourne,46,Good,1,Good,26,Good,2,Good,46,Good,44.92,-0.24,2023-01-15 23:00:00
Czechia,Litovel,49,Good,1,Good,24,Good,2,Good,49,Good,49.7012,17.0762,2023-01-16 00:00:00
Belgium,Lokeren,31,Good,0,Good,31,Good,2,Good,31,Good,51.1,3.9833,2023-01-16 01:00:00
Belgium,Londerzeel,34,Good,0,Good,29,Good,3,Good,34,Good,51.0,4.3,2023-01-16 02:00:00
Senegal,Louga,176,Unhealthy,2,Good,21,Good,3,Good,176,Unhealthy,15.6167,-16.2167,2023-01-16 03:00:00
Poland,Lubin,35,Good,1,Good,20,Good,3,Good,35,Good,51.4,16.2,2023-01-16 04:00:00
Poland,Lublin,32,Good,1,Good,32,Good,1,Good,28,Good,51.25,22.5667,2023-01-16 05:00:00
Philippines,Lucena,32,Good,1,Good,29,Good,0,Good,32,Good,13.9333,121.6167,2023-01-16 06:00:00
Lesotho,Mafeteng,117,Unhealthy for Sensitive Groups,4,Good,14,Good,7,Good,117,Unhealthy for Sensitive Groups,-29.8167,27.25,2023-01-16 07:00:00
United States of America,Magnolia,56,Moderate,1,Good,25,Good,2,Good,56,Moderate,33.2775,-93.2261,2023-01-16 08:00:00
India,Maihar,171,Unhealthy,1,Good,36,Good,0,Good,171,Unhealthy,24.262,80.761,2023-01-16 09:00:00
United States of America,Maitland,53,Moderate,1,Good,18,Good,14,Good,53,Moderate,28.6295,-81.3718,2023-01-16 10:00:00
France,Malakoff,40,Good,1,Good,26,Good,3,Good,40,Good,48.8169,2.2944,2023-01-16 11:00:00
Benin,Malanville,34,Good,1,Good,18,Good,1,Good,34,Good,11.8667,3.3833,2023-01-16 12:00:00
Italy,Malnate,69,Moderate,1,Good,22,Good,6,Good,69,Moderate,45.8,8.8833,2023-01-16 13:00:00
Democratic Republic of the Congo,Manono,74,Moderate,2,Good,23,Good,1,Good,74,Moderate,-7.2947,27.4545,2023-01-16 14:00:00
Venezuela (Bolivarian Republic of),Maracaibo,118,Unhealthy for Sensitive Groups,1,Good,17,Good,4,Good,118,Unhealthy for Sensitive Groups,10.6333,-71.6333,2023-01-16 15:00:00
Germany,Hagen,30,Good,0,Good,30,Good,1,Good,25,Good,51.3667,7.4833,2023-01-16 16:00:00
France,Halluin,35,Good,0,Good,28,Good,2,Good,35,Good,50.7836,3.1256,2023-01-16 17:00:00
Germany,Hamburg,34,Good,0,Good,28,Good,2,Good,34,Good,53.55,10.0,2023-01-16 18:00:00
United States of America,Hanahan,73,Moderate,2,Good,35,Good,8,Good,73,Moderate,32.9302,-80.0027,2023-01-16 19:00:00
Bulgaria,Harmanli,40,Good,1,Good,40,Good,1,Good,24,Good,41.9333,25.9,2023-01-16 20:00:00
Pakistan,Harunabad,500,Hazardous,1,Good,43,Good,0,Good,443,Hazardous,29.613,73.1409,2023-01-16 21:00:00
Germany,Hattingen,28,Good,0,Good,27,Good,2,Good,28,Good,51.3992,7.1858,2023-01-16 22:00:00
United States of America,Hauppauge,52,Moderate,1,Good,27,Good,12,Good,52,Moderate,40.8211,-73.2109,2023-01-16 23:00:00
United States of America,Hayward,70,Moderate,2,Good,20,Good,20,Good,70,Moderate,37.6328,-122.0766,2023-01-17 00:00:00
Finland,Heinola,33,Good,0,Good,33,Good,0,Good,5,Good,61.2,26.0333,2023-01-17 01:00:00
Japan,Hekinan,59,Moderate,1,Good,59,Moderate,1,Good,23,Good,34.8847,136.9934,2023-01-17 02:00:00
Germany,Hemsbach,30,Good,0,Good,30,Good,1,Good,24,Good,49.5903,8.6564,2023-01-17 03:00:00
China,Hengyang,169,Unhealthy,4,Good,169,Unhealthy,3,Good,150,Unhealthy,26.8968,112.5857,2023-01-17 04:00:00
United States of America,Hoboken,61,Moderate,1,Good,27,Good,11,Good,61,Moderate,40.7452,-74.0281,2023-01-17 05:00:00
Somalia,Hobyo,58,Moderate,0,Good,21,Good,0,Good,58,Moderate,5.3514,48.5256,2023-01-17 06:00:00
Solomon Islands,Honiara,18,Good,0,Good,18,Good,0,Good,6,Good,-9.4319,159.9556,2023-01-17 07:00:00
Paraguay,Horqueta,20,Good,0,Good,20,Good,0,Good,20,Good,-23.3442,-57.0436,2023-01-17 08:00:00
Armenia,Hrazdan,31,Good,0,Good,31,Good,0,Good,30,Good,40.5,44.7667,2023-01-17 09:00:00
China,Hsinchu,138,Unhealthy for Sensitive Groups,3,Good,138,Unhealthy for Sensitive Groups,2,Good,112,Unhealthy for Sensitive Groups,24.8167,120.9833,2023-01-17 10:00:00
Peru,Huaura,39,Good,1,Good,19,Good,1,Good,39,Good,-11.1,-77.6,2023-01-17 11:00:00
Zimbabwe,Hwange,44,Good,0,Good,17,Good,0,Good,44,Good,-18.3647,26.5,2023-01-17 12:00:00
Japan,Ichihara,74,Moderate,1,Good,74,Moderate,1,Good,35,Good,35.4981,140.1154,2023-01-17 13:00:00
India,Khed,95,Moderate,0,Good,22,Good,0,Good,95,Moderate,17.7189,73.3969,2023-01-17 14:00:00
Russian Federation,Khimki,40,Good,1,Good,30,Good,8,Good,40,Good,55.8892,37.445,2023-01-17 15:00:00
Ukraine,Khotyn,75,Moderate,1,Good,37,Good,1,Good,75,Moderate,48.5078,26.486,2023-01-17 16:00:00
Turkey,Kilis,64,Moderate,1,Good,41,Good,0,Good,64,Moderate,36.7167,37.1167,2023-01-17 17:00:00
United States of America,Killeen,40,Good,0,Good,21,Good,1,Good,40,Good,31.0753,-97.7297,2023-01-17 18:00:00
Austria,Klosterneuburg,59,Moderate,1,Good,30,Good,3,Good,59,Moderate,48.3042,16.3167,2023-01-17 19:00:00
Croatia,Knin,48,Good,1,Good,48,Good,0,Good,35,Good,44.0414,16.1986,2023-01-17 20:00:00
Papua New Guinea,Kokopo,104,Unhealthy for Sensitive Groups,0,Good,22,Good,0,Good,104,Unhealthy for Sensitive Groups,-4.35,152.2736,2023-01-17 21:00:00
Russian Federation,Kola,30,Good,1,Good,30,Good,0,Good,10,Good,22.43,87.87,2023-01-17 22:00:00
Russian Federation,Kotelnikovo,39,Good,1,Good,39,Good,0,Good,20,Good,47.6333,43.15,2023-01-17 23:00:00
Chad,Koumra,59,Moderate,2,Good,6,Good,0,Good,59,Moderate,8.91,17.55,2023-01-18 00:00:00
Russian Federation,Krasnovishersk,29,Good,1,Good,28,Good,0,Good,29,Good,60.4167,57.1,2023-01-18 01:00:00
Russian Federation,Krasnyy Yar,34,Good,1,Good,34,Good,1,Good,24,Good,46.5331,48.3456,2023-01-18 02:00:00
Germany,Kronach,36,Good,1,Good,26,Good,2,Good,36,Good,50.2411,11.3281,2023-01-18 03:00:00
Germany,Kronberg,30,Good,0,Good,30,Good,1,Good,27,Good,50.1833,8.5,2023-01-18 04:00:00
Russian Federation,Kulebaki,48,Good,1,Good,33,Good,1,Good,48,Good,55.4167,42.5333,2023-01-18 05:00:00
Japan,Kushiro,33,Good,1,Good,33,Good,0,Good,9,Good,42.9833,144.3833,2023-01-18 06:00:00
Mexico,La Barca,37,Good,1,Good,8,Good,3,Good,37,Good,20.2833,-102.5667,2023-01-18 07:00:00
France,La Crau,60,Moderate,1,Good,30,Good,6,Good,60,Moderate,43.1497,6.0742,2023-01-18 08:00:00
Honduras,La Entrada,55,Moderate,2,Good,5,Good,4,Good,55,Moderate,15.05,-88.7333,2023-01-18 09:00:00
United States of America,La Presa,58,Moderate,2,Good,14,Good,19,Good,58,Moderate,32.711,-117.0027,2023-01-18 10:00:00
Germany,Ilsede,41,Good,0,Good,28,Good,2,Good,41,Good,52.2667,10.1833,2023-01-18 11:00:00
Brazil,Imbituba,31,Good,1,Good,15,Good,1,Good,31,Good,-28.24,-48.67,2023-01-18 12:00:00
Brazil,Imbituva,24,Good,1,Good,8,Good,0,Good,24,Good,-25.23,-50.6044,2023-01-18 13:00:00
Japan,Inagi,78,Moderate,1,Good,78,Moderate,3,Good,51,Moderate,35.6379,139.5046,2023-01-18 14:00:00
Spain,Inca,43,Good,1,Good,43,Good,0,Good,30,Good,39.7167,2.9167,2023-01-18 15:00:00
India,Indore,150,Unhealthy,1,Good,30,Good,0,Good,150,Unhealthy,22.7167,75.8472,2023-01-18 16:00:00
United Kingdom of Great Britain and Northern Ireland,Inverurie,31,Good,1,Good,31,Good,2,Good,25,Good,57.28,-2.38,2023-01-18 17:00:00
Japan,Ishigaki,116,Unhealthy for Sensitive Groups,2,Good,116,Unhealthy for Sensitive Groups,0,Good,64,Moderate,24.3406,124.1556,2023-01-18 18:00:00
